Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01610","Coffee, green","2016","2016","100 g/ha","6926","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01610","Coffee, green","2017","2017","100 g/ha","7560","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01610","Coffee, green","2018","2018","100 g/ha","8676","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01610","Coffee, green","2019","2019","100 g/ha","8309","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01610","Coffee, green","2020","2020","100 g/ha","7122","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01610","Coffee, green","2021","2021","100 g/ha","7790","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01610","Coffee, green","2022","2022","100 g/ha","8472","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01706","Cow peas, dry","2012","2012","100 g/ha","18658","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01706","Cow peas, dry","2013","2013","100 g/ha","18459","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01706","Cow peas, dry","2014","2014","100 g/ha","17903","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01706","Cow peas, dry","2015","2015","100 g/ha","17991","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01706","Cow peas, dry","2016","2016","100 g/ha","18162","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01706","Cow peas, dry","2017","2017","100 g/ha","17013","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01706","Cow peas, dry","2018","2018","100 g/ha","19793","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01706","Cow peas, dry","2019","2019","100 g/ha","22252","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01706","Cow peas, dry","2020","2020","100 g/ha","21066","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01706","Cow peas, dry","2021","2021","100 g/ha","19895","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01706","Cow peas, dry","2022","2022","100 g/ha","17629","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.02","Cranberries","2012","2012","100 g/ha","223751","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.02","Cranberries","2013","2013","100 g/ha","239059","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.02","Cranberries","2014","2014","100 g/ha","231904","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.02","Cranberries","2015","2015","100 g/ha","234661","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.02","Cranberries","2016","2016","100 g/ha","260029","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.02","Cranberries","2017","2017","100 g/ha","235905","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.02","Cranberries","2018","2018","100 g/ha","254642","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.02","Cranberries","2019","2019","100 g/ha","230494","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.02","Cranberries","2020","2020","100 g/ha","223254","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.02","Cranberries","2021","2021","100 g/ha","208609","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.02","Cranberries","2022","2022","100 g/ha","243439","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01232","Cucumbers and gherkins","2012","2012","100 g/ha","162235","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01232","Cucumbers and gherkins","2013","2013","100 g/ha","158786","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01232","Cucumbers and gherkins","2014","2014","100 g/ha","162005","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01232","Cucumbers and gherkins","2015","2015","100 g/ha","158717","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01232","Cucumbers and gherkins","2016","2016","100 g/ha","169262","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01232","Cucumbers and gherkins","2017","2017","100 g/ha","180871","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01232","Cucumbers and gherkins","2018","2018","100 g/ha","156154","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01232","Cucumbers and gherkins","2019","2019","100 g/ha","164308","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01232","Cucumbers and gherkins","2020","2020","100 g/ha","153189","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01232","Cucumbers and gherkins","2021","2021","100 g/ha","175943","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01232","Cucumbers and gherkins","2022","2022","100 g/ha","176264","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01314","Dates","2012","2012","100 g/ha","79228","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01314","Dates","2013","2013","100 g/ha","83391","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01314","Dates","2014","2014","100 g/ha","74870","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01314","Dates","2015","2015","100 g/ha","85666","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01314","Dates","2016","2016","100 g/ha","68047","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01314","Dates","2017","2017","100 g/ha","72509","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01314","Dates","2018","2018","100 g/ha","61351","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01314","Dates","2019","2019","100 g/ha","89377","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01314","Dates","2020","2020","100 g/ha","85049","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01314","Dates","2021","2021","100 g/ha","93883","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01314","Dates","2022","2022","100 g/ha","92680","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01233","Eggplants (aubergines)","2012","2012","100 g/ha","369337","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01233","Eggplants (aubergines)","2013","2013","100 g/ha","375491","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01233","Eggplants (aubergines)","2014","2014","100 g/ha","379511","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01233","Eggplants (aubergines)","2015","2015","100 g/ha","386055","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01233","Eggplants (aubergines)","2016","2016","100 g/ha","369320","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01233","Eggplants (aubergines)","2017","2017","100 g/ha","379037","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01233","Eggplants (aubergines)","2018","2018","100 g/ha","367794","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01233","Eggplants (aubergines)","2019","2019","100 g/ha","372048","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01233","Eggplants (aubergines)","2020","2020","100 g/ha","372938","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01233","Eggplants (aubergines)","2021","2021","100 g/ha","370915","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01233","Eggplants (aubergines)","2022","2022","100 g/ha","371967","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01315","Figs","2012","2012","100 g/ha","106013","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01315","Figs","2013","2013","100 g/ha","105672","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01315","Figs","2014","2014","100 g/ha","106954","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01315","Figs","2015","2015","100 g/ha","111042","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01315","Figs","2016","2016","100 g/ha","112776","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01315","Figs","2017","2017","100 g/ha","104428","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01315","Figs","2018","2018","100 g/ha","104482","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01315","Figs","2019","2019","100 g/ha","105084","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01315","Figs","2020","2020","100 g/ha","104664","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01315","Figs","2021","2021","100 g/ha","104744","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01315","Figs","2022","2022","100 g/ha","104830","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01657","Ginger, raw","2012","2012","100 g/ha","353458","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01657","Ginger, raw","2013","2013","100 g/ha","342519","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01657","Ginger, raw","2014","2014","100 g/ha","336631","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01657","Ginger, raw","2015","2015","100 g/ha","335079","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01657","Ginger, raw","2016","2016","100 g/ha","347440","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01657","Ginger, raw","2017","2017","100 g/ha","339739","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01657","Ginger, raw","2018","2018","100 g/ha","331434","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01657","Ginger, raw","2019","2019","100 g/ha","339598","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01657","Ginger, raw","2020","2020","100 g/ha","336950","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01657","Ginger, raw","2021","2021","100 g/ha","336012","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01657","Ginger, raw","2022","2022","100 g/ha","337523","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01330","Grapes","2012","2012","100 g/ha","165831","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01330","Grapes","2013","2013","100 g/ha","185714","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01330","Grapes","2014","2014","100 g/ha","170855","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01330","Grapes","2015","2015","100 g/ha","168279","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01330","Grapes","2016","2016","100 g/ha","170904","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01330","Grapes","2017","2017","100 g/ha","165887","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01330","Grapes","2018","2018","100 g/ha","181729","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01330","Grapes","2019","2019","100 g/ha","166893","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01330","Grapes","2020","2020","100 g/ha","146376","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01330","Grapes","2021","2021","100 g/ha","149652","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01330","Grapes","2022","2022","100 g/ha","147515","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01290.01","Green corn (maize)","2012","2012","100 g/ha","168946","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01290.01","Green corn (maize)","2013","2013","100 g/ha","164202","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01290.01","Green corn (maize)","2014","2014","100 g/ha","162780","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01290.01","Green corn (maize)","2015","2015","100 g/ha","216208","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01290.01","Green corn (maize)","2016","2016","100 g/ha","170175","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01290.01","Green corn (maize)","2017","2017","100 g/ha","182497","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01290.01","Green corn (maize)","2018","2018","100 g/ha","173672","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01290.01","Green corn (maize)","2019","2019","100 g/ha","180639","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01290.01","Green corn (maize)","2020","2020","100 g/ha","181881","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01290.01","Green corn (maize)","2021","2021","100 g/ha","181394","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01290.01","Green corn (maize)","2022","2022","100 g/ha","188418","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01252","Green garlic","2012","2012","100 g/ha","186581","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01252","Green garlic","2013","2013","100 g/ha","181386","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01252","Green garlic","2014","2014","100 g/ha","182191","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01252","Green garlic","2015","2015","100 g/ha","181824","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01252","Green garlic","2016","2016","100 g/ha","168128","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01252","Green garlic","2017","2017","100 g/ha","173790","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01252","Green garlic","2018","2018","100 g/ha","215157","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01252","Green garlic","2019","2019","100 g/ha","173732","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01252","Green garlic","2020","2020","100 g/ha","168128","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01252","Green garlic","2021","2021","100 g/ha","162529","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01252","Green garlic","2022","2022","100 g/ha","196147","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0142","Groundnuts, excluding shelled","2012","2012","100 g/ha","47195","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0142","Groundnuts, excluding shelled","2013","2013","100 g/ha","44846","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0142","Groundnuts, excluding shelled","2014","2014","100 g/ha","43975","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0142","Groundnuts, excluding shelled","2015","2015","100 g/ha","44423","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0142","Groundnuts, excluding shelled","2016","2016","100 g/ha","40730","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0142","Groundnuts, excluding shelled","2017","2017","100 g/ha","44916","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0142","Groundnuts, excluding shelled","2018","2018","100 g/ha","44849","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0142","Groundnuts, excluding shelled","2019","2019","100 g/ha","44089","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0142","Groundnuts, excluding shelled","2020","2020","100 g/ha","42734","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0142","Groundnuts, excluding shelled","2021","2021","100 g/ha","46296","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0142","Groundnuts, excluding shelled","2022","2022","100 g/ha","45048","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01374","Hazelnuts, in shell","2012","2012","100 g/ha","30249","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01374","Hazelnuts, in shell","2013","2013","100 g/ha","33624","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01374","Hazelnuts, in shell","2014","2014","100 g/ha","26900","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01374","Hazelnuts, in shell","2015","2015","100 g/ha","20440","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01374","Hazelnuts, in shell","2016","2016","100 g/ha","26659","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01374","Hazelnuts, in shell","2017","2017","100 g/ha","17931","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01374","Hazelnuts, in shell","2018","2018","100 g/ha","25980","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01374","Hazelnuts, in shell","2019","2019","100 g/ha","20173","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01374","Hazelnuts, in shell","2020","2020","100 g/ha","23088","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01374","Hazelnuts, in shell","2021","2021","100 g/ha","28482","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01374","Hazelnuts, in shell","2022","2022","100 g/ha","25550","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01449.02","Hempseed","2021","2021","100 g/ha","5935","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01449.02","Hempseed","2022","2022","100 g/ha","5062","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01659","Hop cones","2012","2012","100 g/ha","21502","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01659","Hop cones","2013","2013","100 g/ha","21996","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01659","Hop cones","2014","2014","100 g/ha","20934","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01659","Hop cones","2015","2015","100 g/ha","20254","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01659","Hop cones","2016","2016","100 g/ha","19205","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01659","Hop cones","2017","2017","100 g/ha","21927","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01659","Hop cones","2018","2018","100 g/ha","21774","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01659","Hop cones","2019","2019","100 g/ha","22212","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01659","Hop cones","2020","2020","100 g/ha","19844","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01659","Hop cones","2021","2021","100 g/ha","21295","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01659","Hop cones","2022","2022","100 g/ha","18991","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01352","Kiwi fruit","2012","2012","100 g/ha","197729","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01352","Kiwi fruit","2013","2013","100 g/ha","158669","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01352","Kiwi fruit","2014","2014","100 g/ha","155847","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01352","Kiwi fruit","2015","2015","100 g/ha","120000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01352","Kiwi fruit","2016","2016","100 g/ha","171133","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01352","Kiwi fruit","2017","2017","100 g/ha","208767","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01352","Kiwi fruit","2018","2018","100 g/ha","217025","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01352","Kiwi fruit","2019","2019","100 g/ha","190618","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01352","Kiwi fruit","2020","2020","100 g/ha","203876","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01352","Kiwi fruit","2021","2021","100 g/ha","177375","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01352","Kiwi fruit","2022","2022","100 g/ha","170407","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01322","Lemons and limes","2012","2012","100 g/ha","417334","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01322","Lemons and limes","2013","2013","100 g/ha","378599","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01322","Lemons and limes","2014","2014","100 g/ha","340184","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01322","Lemons and limes","2015","2015","100 g/ha","366443","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01322","Lemons and limes","2016","2016","100 g/ha","371759","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01322","Lemons and limes","2017","2017","100 g/ha","364197","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01322","Lemons and limes","2018","2018","100 g/ha","366673","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01322","Lemons and limes","2019","2019","100 g/ha","398967","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01322","Lemons and limes","2020","2020","100 g/ha","424085","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01322","Lemons and limes","2021","2021","100 g/ha","348450","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01322","Lemons and limes","2022","2022","100 g/ha","394197","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01704","Lentils, dry","2012","2012","100 g/ha","13206","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01704","Lentils, dry","2013","2013","100 g/ha","16212","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01704","Lentils, dry","2014","2014","100 g/ha","14914","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01704","Lentils, dry","2015","2015","100 g/ha","12424","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01704","Lentils, dry","2016","2016","100 g/ha","15846","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01704","Lentils, dry","2017","2017","100 g/ha","8206","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01704","Lentils, dry","2018","2018","100 g/ha","13126","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01704","Lentils, dry","2019","2019","100 g/ha","14012","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01704","Lentils, dry","2020","2020","100 g/ha","16259","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01704","Lentils, dry","2021","2021","100 g/ha","6755","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01704","Lentils, dry","2022","2022","100 g/ha","10220","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01214","Lettuce and chicory","2012","2012","100 g/ha","364587","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01214","Lettuce and chicory","2013","2013","100 g/ha","343951","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01214","Lettuce and chicory","2014","2014","100 g/ha","353519","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01214","Lettuce and chicory","2015","2015","100 g/ha","359216","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01214","Lettuce and chicory","2016","2016","100 g/ha","365324","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01214","Lettuce and chicory","2017","2017","100 g/ha","342429","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01214","Lettuce and chicory","2018","2018","100 g/ha","316008","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01214","Lettuce and chicory","2019","2019","100 g/ha","351380","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01214","Lettuce and chicory","2020","2020","100 g/ha","362241","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01214","Lettuce and chicory","2021","2021","100 g/ha","323826","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01214","Lettuce and chicory","2022","2022","100 g/ha","329232","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01441","Linseed","2012","2012","100 g/ha","10831","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01441","Linseed","2013","2013","100 g/ha","12247","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01441","Linseed","2014","2014","100 g/ha","13234","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01441","Linseed","2015","2015","100 g/ha","13895","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01441","Linseed","2016","2016","100 g/ha","15905","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01441","Linseed","2017","2017","100 g/ha","8865","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01441","Linseed","2018","2018","100 g/ha","14157","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01441","Linseed","2019","2019","100 g/ha","12432","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01441","Linseed","2020","2020","100 g/ha","12100","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01441","Linseed","2021","2021","100 g/ha","6318","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01441","Linseed","2022","2022","100 g/ha","11073","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0112","Maize (corn)","2012","2012","100 g/ha","77270","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0112","Maize (corn)","2013","2013","100 g/ha","99256","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0112","Maize (corn)","2014","2014","100 g/ha","107326","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0112","Maize (corn)","2015","2015","100 g/ha","105723","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0112","Maize (corn)","2016","2016","100 g/ha","117433","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0112","Maize (corn)","2017","2017","100 g/ha","110837","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0112","Maize (corn)","2018","2018","100 g/ha","110746","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0112","Maize (corn)","2019","2019","100 g/ha","105104","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0112","Maize (corn)","2020","2020","100 g/ha","107605","A","Official figure",""
